gene	transcript	exper_rep1	exper_rep2	exper_rep3	control_rep1	control_rep2	control_rep3
A630072M18Rik	uc008wog.2	46.23	38.90	20.36	80.80	51.10	60.12
BC108403	uc029ujc.1	331.97	313.80	179.30	647.06	528.18	216.00
Ttc26	uc009bkc.1,uc012ekb.1	5.47	7.21	5.16	11.32	4.19	5.04
Gm20408	uc012atc.1	0.00	0.00	0.00	0.00	0.00	0.00
Fabp6	uc007imt.1	0.00	0.00	0.00	0.00	0.00	0.00
Abcb1a	uc008wkl.1,uc008wkm.1	20.05	23.54	15.33	87.29	59.38	62.58
DQ560072	uc007wcw.1	0.00	0.00	0.00	0.00	0.00	0.00
AK008866	uc008sxb.1	185.00	211.14	99.00	379.00	209.00	295.00
Gm5726	uc012fcc.1,uc012fed.1	0.00	0.00	0.00	0.00	0.00	0.00
Cnot3	uc009evl.2	195.09	163.77	104.86	386.78	191.76	236.40
DQ692517	uc007soj.2	0.00	0.00	0.00	0.00	0.00	0.00
AB337831	uc029rbu.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ711172	uc009qgu.2	0.00	0.00	0.00	0.00	0.00	0.00
Dpt	uc007diq.1	56.00	202.00	102.00	88.00	57.00	71.00
Ypel4	uc008kjc.1	4.00	1.00	0.00	1.00	1.00	0.00
Apol10b	uc007wnu.2	4.00	4.00	3.00	17.00	20.00	12.00
Saa3	uc009gyw.1,uc009gyx.1	307.00	525.00	188.00	293.99	437.01	144.00
Skint10	uc008udy.1,uc008udz.1	0.00	0.00	0.00	0.00	0.00	0.00
AK201505	uc029wou.1	0.00	15.39	0.06	3.77	0.00	0.00
DQ687767	uc029vxb.1	0.00	0.00	0.00	0.00	0.00	0.00
Dhx58	uc007llx.1,uc007lly.1	258.01	335.00	127.00	373.00	268.00	191.00
Tmco5	uc008lre.2,uc008lrf.2	0.00	0.00	0.00	0.00	0.00	0.00
Edil3	uc007riz.2,uc007rja.2,uc007rjb.2,uc007rjc.2,uc007rjd.2,uc007rje.2	1.00	0.00	0.00	2.00	2.00	0.00
AK136006	uc009ssd.1	0.00	0.00	0.00	0.00	0.00	0.00
Defb11	uc009lcd.2	0.00	0.00	0.00	0.00	0.00	0.00
Rpl36	uc008dcn.2	3443.20	4194.00	1466.00	2837.02	2755.23	1489.68
Cndp2	uc008fut.1,uc008fuu.1	416.00	665.00	254.00	579.41	358.00	429.00
4930406D18Rik	uc008qqt.2	0.00	0.00	0.00	0.00	0.00	0.00
Tmem56	uc008rdt.1,uc008rdu.1,uc008rdv.1,uc008rdw.1	4451.94	4569.95	2281.06	7829.05	5089.15	4990.92
Cd46	uc007eet.1,uc011wzh.1	3.00	6.00	3.00	4.00	7.00	3.00
Arrdc5	uc008dbo.1	0.00	0.00	0.00	0.00	0.00	0.00
A130077B15Rik	uc029rjn.1	387.94	466.52	165.03	768.36	444.76	400.81
AK132957	uc009ryo.1	0.00	0.00	0.00	0.00	0.00	0.00
AK033525	uc007tlw.1	29.15	37.24	17.14	93.84	45.05	46.29
Lipk	uc008hfx.2,uc012bkq.2,uc012bkr.2	0.00	0.00	0.00	0.00	1.00	0.00
Prl8a8	uc007pxr.1,uc007pxs.1,uc007pxt.1	0.00	0.00	0.00	0.00	0.00	0.00
Olfr1387	uc007iqm.1	0.00	0.00	0.00	0.00	0.00	0.00
Olfr694	uc009izx.1	0.00	0.00	0.00	0.00	0.00	0.00
Khsrp	uc008ddr.2	384.00	432.78	187.00	897.00	460.09	621.42
4931431C16Rik	uc008xdw.1	1.00	0.00	2.02	2.00	4.00	1.00
Ankrd22	uc008hgb.1	0.00	4.00	6.00	7.00	0.00	1.00
Tdrd6	uc008cpi.2,uc012ats.1,uc012att.1	0.00	0.00	0.00	0.00	0.00	0.00
AK040960	uc008rea.1	18.00	7.00	11.00	30.00	19.00	9.00
DQ569443	uc008kza.1	0.00	0.00	0.00	0.00	0.00	0.00
Zfp488	uc007tae.1	867.04	1184.69	328.02	1403.90	852.21	835.07
4930413G21Rik	uc029wof.1	41.00	83.00	36.00	110.00	32.00	63.00
Sebox	uc007kjl.2,uc007kjm.2	16.00	10.00	3.00	19.00	4.00	9.00
DQ551112	uc008oxy.1	0.00	0.00	0.00	0.00	0.00	0.00
Pde6b	uc008ynz.1,uc012eas.1	0.00	0.00	0.00	0.00	0.00	0.00
Il6st	uc007rwf.2,uc007rwg.2	856.00	801.00	454.00	2537.60	1425.00	1514.00
Olfr251	uc009owh.1	0.00	0.00	0.00	0.00	0.00	0.00
Pitpnc1	uc007mak.1,uc007mal.1,uc007mam.1,uc007man.1,uc007mao.1,uc007map.1,uc011ygq.1	207.00	177.65	141.00	526.00	345.00	373.17
DQ552609	uc029rwo.1	0.00	0.00	0.00	0.00	0.00	0.00
Rtp4	uc007ytw.2	291.00	396.00	138.00	383.00	400.00	283.00
Dnajb2	uc007bom.2,uc007bon.2,uc007boo.2,uc007bop.2,uc011wnm.1	637.00	840.00	359.00	834.00	503.00	635.00
Ndufs3	uc008ktr.1	1841.03	2819.56	1098.00	1726.59	1260.00	1417.00
Rpl34	uc008rjd.1	87.07	200.62	74.33	130.17	131.74	60.57
Agrn	uc008wge.1,uc008wgf.2,uc008wgg.1,uc008wgi.1	385.00	399.00	225.21	1063.84	532.00	526.00
Tbc1d20	uc008nfb.1,uc012cgc.1	191.00	210.00	116.00	431.00	277.00	288.99
AK012899	uc008ota.1	1.00	1.00	2.79	20.00	9.00	8.00
Chd3	uc007jpx.2,uc029rmh.1,uc029rmi.1	958.00	706.97	451.04	1931.70	1186.00	1176.99
Hoxc11	uc007xwy.1	0.00	0.00	0.00	0.00	0.00	0.00
Olfr1427	uc008gtp.1	0.00	0.00	0.00	0.00	0.00	0.00
Olfr586	uc009ite.1	0.00	0.00	0.00	0.00	0.00	0.00
Fbxl4	uc008sdo.1,uc012daw.1,uc012dax.1,uc012day.1	286.00	296.00	159.00	335.00	257.00	240.00
Ttc19	uc007jiq.2,uc007jir.2,uc007jis.2	221.99	218.00	105.00	282.00	201.00	229.00
DQ714156	uc009hjr.2	0.00	0.00	0.00	0.00	0.00	0.00
Nanp	uc008muv.2	357.00	445.00	166.00	244.09	195.00	211.00
Gm9767	uc011xbw.1	0.00	0.00	0.00	0.00	0.00	0.00
Mtmr14	uc009dew.2,uc009dex.2,uc009dey.2,uc012eqb.1	233.00	276.84	124.00	370.00	206.00	252.00
DQ561547	uc007onn.2	0.00	0.00	0.00	0.00	0.00	0.00
Olfr120	uc008cnl.1	0.00	0.00	0.00	0.00	0.00	0.00
4930431A04Rik	uc009eel.1,uc009eem.1	0.00	0.00	0.00	0.00	0.00	0.00
4921504E06Rik	uc008imi.1	0.00	0.00	0.00	0.00	0.00	0.00
Dpp3	uc008gbo.2,uc008gbq.1	757.03	980.00	432.00	1020.00	626.61	693.00
Vmn2r25	uc009vea.1	0.00	0.00	0.00	0.00	0.00	0.00
4930452B06Rik	uc007sfe.2,uc007sff.2	1.00	0.00	0.00	4.00	3.00	2.00
DQ688151	uc007fte.1	0.00	0.00	0.00	0.00	0.00	0.00
Npy5r	uc009lvr.2,uc009lvs.1	0.00	0.00	0.00	0.00	0.00	0.00
A630012P03Rik	uc009tei.1	0.00	0.00	1.00	1.00	1.00	0.00
Tdeanc2	uc008tzh.1,uc008tzi.1	190.00	253.00	106.00	242.59	209.00	208.27
Phlda2	uc009kpj.1	1.00	3.00	1.00	0.00	0.00	0.00
AK017010	uc009mhs.1	0.00	0.00	0.00	0.00	1.00	0.00
AB348316	uc029tbj.1	0.00	0.00	0.00	0.00	0.00	0.00
Bfsp2	uc009rgu.1,uc009rgv.1	1.00	0.00	1.00	0.00	0.00	0.00
Pf4	uc008ybi.2	18.00	28.00	13.00	12.00	8.00	8.00
Cdk4	uc007hhv.2	624.00	718.17	312.00	518.00	401.00	366.00
Slc19a1	uc007fvc.2,uc007fvd.2,uc007fve.1,uc007fvf.2	100.00	133.00	49.00	136.00	54.00	102.00
DQ556154	uc009hvx.2	0.00	0.00	0.00	0.00	0.00	0.00
DQ691839	uc008yvo.2	0.00	0.00	0.00	0.00	0.00	0.00
Sparc	uc007izh.2,uc007izi.2	642.00	974.00	501.00	803.00	467.00	499.00
DQ725030	uc009pnv.2	0.00	0.00	0.00	0.00	0.00	0.00
DQ694625	uc009pna.2	0.00	0.00	0.00	0.00	0.00	0.00
Oog3	uc008vqx.2	0.00	0.00	0.00	0.00	0.00	0.00
Tagln3	uc007ziw.1	5.00	8.00	2.00	2.00	0.00	1.00
Polg2	uc007lzm.2,uc007lzn.2,uc011ygn.1	109.05	166.00	75.00	173.00	64.00	115.00
Scgb1a1	uc008gom.1	0.00	0.00	0.00	0.00	0.00	0.00
Gfpt2	uc011xud.1	9.00	5.00	3.00	7.00	5.00	5.00
DQ692560	uc007fsx.2	0.00	0.00	0.00	0.00	0.00	0.00
Gatad1	uc008whh.2,uc008whi.2	754.92	1021.94	452.00	912.00	603.00	734.00
DQ540131	uc029qyc.1	0.00	0.00	0.00	0.00	0.00	0.00
Gm1943	uc009nih.2	0.00	0.00	0.00	0.00	0.00	0.00
Spcs1	uc007swe.2,uc011zic.1	1187.00	1544.98	611.00	1078.74	989.00	803.00
4933427E11Rik	uc007wfq.2	2.00	5.00	0.00	3.00	1.00	6.00
4930412C18Rik	uc008ryq.1,uc008rys.1	39.00	39.00	14.00	86.00	48.00	63.00
Sash3	uc009tbw.1	28.00	62.00	20.00	33.00	22.00	20.00
Camkk2	uc008zlx.3,uc008zlz.3,uc008zma.3,uc008zmb.1,uc008zmc.2,uc008zmd.2,uc008zme.2	114.00	139.00	68.00	203.00	133.00	104.00
Vmn2r43	uc009fcx.2	0.00	0.00	0.00	0.00	0.00	0.00
Syt3	uc009gph.2,uc009gpi.2	45.00	75.00	21.00	124.00	60.00	72.00
Igbp1b	uc009enq.2	0.00	0.00	0.00	0.00	0.00	0.00
Hpcal1	uc007ncw.1,uc007ncx.1,uc007ncy.1	123.52	207.97	74.70	201.00	129.00	171.00
Scg2	uc007bqr.1,uc007bqs.1	0.00	0.00	0.00	0.00	0.00	3.00
Snora26	uc012dxg.1	0.00	0.00	0.00	0.00	0.00	0.00
BC075659	uc007mqp.1	11.00	7.00	7.00	48.97	23.99	25.00
Pura	uc008enh.2	45.00	47.29	26.00	117.00	80.00	94.00
Prkd1	uc007nmj.1	4.00	1.00	1.00	2.00	1.00	1.00
AK080311	uc007zqs.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ704334	uc008nal.2	0.00	0.00	0.00	0.00	0.00	0.00
Atp1b3	uc009rck.2	392.00	542.19	222.00	604.00	381.64	447.95
Fam123c	uc011wjc.1	0.00	0.00	0.00	0.00	0.00	0.00
1700055C04Rik	uc029xbs.1	0.00	0.00	0.00	0.00	0.00	0.00
Iah1	uc007nds.1,uc007ndt.1	1677.00	2468.89	857.00	1671.01	1146.02	1460.00
1600012P17Rik	uc007ddx.1	0.00	0.00	0.00	0.00	0.00	0.00
Cst9	uc008mtr.1	0.00	0.00	0.00	0.00	0.00	0.00
Mir1968	uc012fzw.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ564396	uc029xdw.1	0.00	0.00	0.00	0.00	0.00	0.00
Dusp19	uc008kho.1,uc008khp.1,uc008khq.1,uc008khr.1	107.00	108.00	65.00	173.00	148.00	70.00
Gm15441	uc008qnb.1	919.19	1122.60	354.67	98.37	55.94	26.12
DQ686040	uc007gly.2	0.00	0.00	0.00	0.00	0.00	0.00
Trim39	uc008cks.2,uc008ckt.2,uc008cku.1,uc008ckv.1,uc008ckw.2	156.13	149.00	77.00	375.00	193.27	159.31
Olfr108	uc008cmx.2	0.00	0.00	0.00	0.00	0.00	0.00
AK016276	uc009ony.1	0.00	0.00	0.00	0.00	0.00	0.00
Suv39h1	uc009snp.2,uc009snq.2,uc009snr.1	94.00	88.00	49.00	131.00	93.00	75.00
Ccdc109a	uc007fds.3,uc007fdt.3,uc007fdu.1	138.00	203.00	74.00	417.90	176.00	230.00
Psg25	uc009fjm.1	0.00	0.00	0.00	0.00	0.00	0.00
Zfp330	uc009mjo.1,uc009mjp.1	157.00	157.00	90.03	230.00	135.00	167.00
Gm7819	uc008slh.1,uc008sni.1,uc012dcn.1,uc029uqw.1,uc029vdi.1	41.06	23.05	21.22	122.15	73.83	37.02
AK021191	uc008emz.1	0.00	0.00	0.00	0.00	0.00	0.00
Vmn1r86	uc012ezi.1	0.00	0.00	0.00	0.00	0.00	0.00
Snord35b	uc009gti.1	0.00	0.00	0.00	0.00	0.00	0.00
AK186650	uc008tos.1,uc008wlz.1,uc009col.1,uc009mhh.1,uc009trd.2	28.67	43.33	9.70	0.45	4.86	8.83
Gan	uc009nox.1	2.00	8.00	3.00	32.00	13.00	14.00
C1qtnf6	uc007wpl.2,uc007wpm.2,uc007wpn.2	16.00	34.00	18.00	18.00	13.00	22.00
Myrip	uc009scn.1	0.00	2.00	4.00	3.00	3.00	2.00
Glcci1	uc009axn.2,uc009axt.1,uc009axu.1,uc009axv.1,uc009axw.1	44.99	61.02	45.00	225.02	105.00	104.69
Vstm2a	uc007ibk.2	0.00	0.00	0.00	0.00	0.00	0.00
DQ699224	uc029vlu.1	0.00	0.00	0.00	0.00	0.00	0.00
Fsd2	uc009icd.1	1.00	2.00	9.00	8.00	3.00	1.00
Ckap4	uc007gkq.1	33.00	52.00	20.00	41.00	25.00	30.00
AK215526	uc009kqd.1	3.93	16.66	5.87	7.43	9.17	0.00
Magohb	uc009eiq.1	23.00	35.00	13.00	31.00	20.00	18.00
Cd274	uc008hdi.2	34.10	46.00	18.00	96.02	70.00	50.00
Ltb	uc008cgp.2,uc008cgq.2	28.00	58.00	23.00	17.00	11.00	6.00
Laptm5	uc008uzu.1,uc008uzv.1,uc012dlx.1,uc029uzr.1	304.46	319.38	175.38	533.16	273.38	273.35
Olfr601	uc009itp.2	0.00	0.00	0.00	0.00	0.00	0.00
Elof1	uc009onw.1,uc009onx.1	843.00	1088.99	360.00	845.00	662.00	406.00
Srxn1	uc008new.1	836.01	1070.29	561.14	924.00	607.00	726.00
Ywhaz	uc007vmz.2,uc007vna.2,uc029son.1	1438.26	1467.95	655.32	2294.61	1286.00	1430.78
Gm6034	uc008cjy.1	3.00	1.00	1.00	3.84	0.00	0.00
Bag3	uc009jzb.2	429.96	419.00	179.00	698.00	478.98	397.00
2310044G17Rik	uc007oib.3,uc007oic.3,uc007oid.3	611.00	705.99	332.00	888.84	603.00	571.00
Phf10	uc008anj.2,uc029tag.1	235.13	288.80	131.17	292.88	204.84	238.44
Ctss	uc008qjz.2,uc008qka.2	997.00	1572.85	784.00	818.02	628.00	674.87
Zfp825	uc007rfg.1,uc007rfh.1	295.35	316.02	150.71	422.41	372.36	265.67
Prl8a1	uc007pxv.1,uc007pxw.1	12.98	8.47	6.24	28.43	7.83	5.72
DQ696030	uc029sqg.1	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2a4	uc009fui.1	48.10	166.66	77.44	38.33	14.09	7.47
Asxl1	uc008nhs.1	222.00	189.00	91.00	536.00	282.00	323.00
Ugt2a1	uc008xyl.2	7.93	0.00	0.00	7.05	4.00	5.00
Atp8b2	uc008qah.1,uc008qai.1	26.00	41.00	23.00	46.00	29.00	37.00
Pdia6	uc007nco.1,uc007ncp.1	1272.00	2323.37	805.00	2846.90	1877.98	2145.00
AK037841	uc009mms.1	6.01	2.00	0.00	5.00	4.00	4.00
Mir511	uc012bqz.1	0.00	0.00	0.00	0.00	0.00	0.00
Serpinb1b	uc007qab.2	3.00	2.01	0.00	1.00	1.00	0.00
DQ699955	uc029xdp.1	0.00	0.00	0.00	0.00	0.00	0.00
March1	uc009lvj.2,uc009lvk.2,uc009lvl.2,uc009lvm.2,uc009lvn.2	48.00	41.00	29.00	87.00	77.00	47.00
AK171116	uc008uzw.1	138.54	355.21	76.62	83.84	79.62	93.65
AK208502	uc029rmv.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ719055	uc007lvc.2	0.00	0.00	0.00	0.00	0.00	0.00
Fam168a	uc009inq.1,uc009inr.1,uc009ins.1	235.00	246.00	109.00	765.99	402.00	418.00
Stag1	uc009rey.1,uc009rez.1,uc009rfa.1,uc009rfb.1,uc012gzf.1	246.99	248.07	108.00	513.00	344.00	349.00
AK052484	uc029xgq.1	7.85	7.00	1.43	42.21	13.00	5.00
Ifna13	uc008tng.1	0.00	0.00	0.00	0.00	0.00	0.00
Cylc1	uc009ucw.1	0.00	0.00	0.00	0.00	0.00	0.00
1110038D17Rik	uc007fqi.1,uc007fqk.1,uc007fql.1,uc011xgn.1,uc011xgo.1	2005.78	2101.01	1011.18	2229.90	1828.23	1778.09
4930455D15Rik	uc029tme.1	0.00	0.00	0.00	0.00	0.00	0.00
1700012P22Rik	uc008vrf.1	0.00	0.00	0.00	0.00	0.00	0.00
Pank4	uc008wcl.2,uc008wcm.2,uc008wcn.2,uc012dqn.1	101.00	144.00	81.00	196.00	122.00	130.00
DQ690615	uc008tqk.1	0.00	0.00	0.00	0.00	0.00	0.00
Prnd	uc008mma.2,uc008mmb.2,uc008mmd.2,uc008mme.2	0.00	0.00	1.00	0.00	0.00	0.00
4930448F12Rik	uc029rzb.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ695012	uc009ath.2	0.00	0.00	0.00	0.00	0.00	0.00
Dgkd	uc007bxu.2,uc007bxv.2,uc011wos.1	213.00	279.00	139.00	442.00	227.00	310.00
Lrrc8b	uc008yle.1	1.00	0.00	0.00	13.00	4.00	1.00
Mrps6	uc007zyu.1	185.00	267.00	96.99	188.00	149.00	135.00
AK051417	uc007rhg.1	0.00	0.00	0.00	0.00	0.00	0.00
Lypd6	uc008jqa.3,uc012bvg.2	4.00	5.00	1.00	2.00	3.00	2.00
Yes1	uc008wzs.2,uc008wzt.2,uc008wzu.2	274.00	276.00	157.00	575.00	390.00	406.24
DQ560276	uc009tsb.1	0.00	0.00	0.00	0.00	0.00	0.00
E130112N10Rik	uc012esv.1	2.00	3.81	5.00	6.00	6.00	4.00
Nos2	uc007kkc.1	1.00	0.00	1.00	0.00	3.00	0.00
Cdcp2	uc008tzf.1	0.00	0.00	0.00	0.00	0.00	0.00
Ccdc110	uc009lpm.1	0.00	0.00	0.00	0.00	1.00	0.00
Slc7a2	uc009lnf.1,uc009lng.1	6674.03	4066.81	1943.56	11910.25	7392.19	9300.09
AK201601	uc007ghr.1	11.00	18.00	6.79	11.00	12.00	8.00
4921517L17Rik	uc008nnd.2,uc008nne.2,uc008nnf.1	9.00	3.00	3.00	14.00	3.00	3.00
DQ725319	uc007oni.2	0.00	0.00	0.00	0.00	0.00	0.00
DQ544183	uc007fsw.2	0.00	0.00	0.00	0.00	0.00	0.00
Rccd1	uc009ial.2,uc012fnp.1	10.00	24.00	16.00	48.00	33.00	33.00
Paqr3	uc008yfq.1,uc008yfr.1,uc008yfs.1,uc008yft.1	100.95	114.84	33.98	162.38	117.73	75.16
AK015813	uc009nhi.1	0.00	0.00	0.00	0.00	0.00	0.00
Tmod2	uc009qsj.1,uc009qsk.1,uc009qsl.1,uc009qsm.1,uc009qsn.1,uc009qso.1,uc009qsp.1	1.00	3.93	1.00	0.00	0.00	0.00
Herc2	uc009hdv.1,uc009hdw.1,uc009hdx.1,uc012flj.1	179.00	168.00	120.00	836.00	477.00	482.00
Osbpl9	uc008uca.2,uc008ucb.2,uc008ucc.2	2013.54	1829.90	1055.79	2838.25	1939.57	2139.72
1700008I05Rik	uc009uhi.2	0.00	0.00	0.00	0.00	0.00	0.00
DQ697752	uc008bgc.2	0.00	0.00	0.00	0.00	0.00	0.00
Furin	uc009iau.1,uc009iav.1	2842.17	3440.78	1372.26	4822.64	2637.89	3619.00
Rhox3a	uc009syo.2	0.00	0.00	0.00	0.00	0.00	0.00
Mir9-2	uc011zch.1	0.00	0.00	0.00	0.00	0.00	0.00
Inpp5f	uc009jzc.1,uc009jzd.1,uc009jze.1,uc009jzf.1,uc009jzg.1	189.00	214.00	104.00	532.89	261.00	330.00
Efhd2	uc008vpl.1	632.00	940.32	350.00	812.00	560.00	807.00
Cntn4	uc009dcr.2,uc009dcs.2,uc009dct.1,uc009dcu.1,uc009dcv.2,uc009dcw.1,uc012epu.1	0.00	0.00	0.00	0.00	0.00	0.00
Sprr2e	uc008qdt.1	0.00	0.00	0.00	0.00	0.00	0.00
Atp5c1	uc008ihm.3,uc008ihn.3	5046.58	5858.98	2487.94	4566.00	3442.09	3184.17
AK043365	uc007jki.1	0.00	1.00	0.00	0.00	0.00	0.00
DQ716264	uc009qip.2	0.00	0.00	0.00	0.00	0.00	0.00
Atp5f1	uc008qvl.1,uc008qvm.1,uc008qvn.1	5039.95	6376.62	3066.00	4803.01	4439.52	3284.90
Klhl25	uc009hwy.2,uc009hwz.2,uc009hxa.2	142.00	261.00	92.00	271.00	188.00	214.00
Slc35d3	uc007enk.1	0.00	0.00	0.00	0.00	0.00	1.00
2010107G12Rik	uc012ejv.1	0.00	0.00	0.00	0.00	0.00	0.00
Pcdhb6	uc008epr.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ568243	uc009ebp.2	0.00	0.00	0.00	0.00	0.00	0.00
Scn3b	uc009ozi.1,uc009ozj.1,uc009ozk.1,uc009ozl.1,uc009ozm.1	0.00	2.00	1.00	5.00	1.00	2.00
DQ692328	uc008djp.1	0.00	0.00	0.00	0.00	0.00	0.00
mKIAA0545	uc009gbw.1	0.00	0.00	0.00	1.00	0.00	0.00
Ttc15	uc007nfw.2,uc007nfx.2,uc007nfy.2,uc007nfz.2,uc007nga.2,uc011ylc.1	251.00	295.17	141.00	514.00	260.03	314.00
Aggf1	uc007rmi.1,uc007rmj.1	285.00	300.00	138.00	571.00	327.00	385.00
DQ689382	uc029wha.1	0.00	0.00	0.00	0.00	0.00	0.00
Ppp1r3a	uc009ayw.1	1.00	1.00	16.00	2.00	0.00	0.00
Prpmp5	uc009ejd.1	0.00	0.00	0.00	0.00	0.00	0.00
Rab1	uc007icu.1,uc007icv.1	2059.58	2643.37	1055.01	2929.49	1920.01	2147.95
Angptl1	uc007ddc.1,uc007ddd.2	1.00	1.00	2.00	1.00	0.00	2.00
Ints8	uc008rzg.2,uc008rzh.2	159.59	161.86	81.46	282.31	216.20	212.50
Ang3	uc011zjf.1	0.00	0.00	0.00	0.00	1.00	0.00
Tmem20	uc008hjm.1,uc008hjn.1,uc012blh.1	407.65	487.87	228.02	601.57	380.61	517.46
3300005D01Rik	uc008afh.2,uc008afi.2,uc029szi.1	1.00	1.00	0.00	0.00	1.00	2.00
Prpf40a	uc008jrk.2,uc008jrl.1,uc008jrm.1	223.02	194.00	113.00	705.63	445.99	485.00
Ccl17	uc009mwz.2	0.00	3.00	0.00	1.00	0.00	0.00
Gimap4	uc009bvi.2,uc009bvj.1,uc009bvk.1,uc009bvl.2,uc012elh.1,uc029vvi.1	123.00	134.00	64.00	166.00	107.00	114.00
Snord8	uc011zkm.1	0.00	0.00	0.00	0.00	0.00	0.00
Kcnh2	uc008wrb.1,uc008wrc.1	0.00	0.00	1.00	0.00	0.00	1.00
Prpf4b	uc007qbn.2,uc007qbo.2,uc007qbp.2,uc007qbq.1	257.00	244.00	129.65	890.13	541.96	424.85
Cntnap4	uc009nnj.1,uc009nnk.1,uc012glb.1	0.00	0.00	0.00	0.00	0.00	0.00
Ndufa13	uc009lyd.1	1856.00	2741.00	886.00	1465.99	1179.00	1232.00
Cilp	uc009qcz.1,uc012gvi.1	2.00	5.00	17.00	5.00	5.00	2.00
Foxo6	uc008unc.1	0.00	0.00	1.00	1.00	0.00	0.00
Vars	uc008cey.2,uc008cez.2	348.00	471.00	232.00	708.00	337.00	424.96
Cstb	uc007fxt.1	655.59	1221.21	471.00	861.00	700.00	392.00
Tmed7	uc008evq.2,uc008evr.2	1211.05	1520.11	669.23	2525.27	1890.69	1899.17
Crlf3	uc007kld.1,uc007kle.1,uc011yaq.1	145.34	152.70	85.35	192.32	144.93	131.11
Gm11186	uc029rlq.1	0.00	0.00	0.00	0.00	0.00	0.00
Rhot2	uc008bch.1	496.00	618.00	315.00	807.00	421.00	574.00
DQ715448	uc029vld.1	0.00	0.00	0.00	0.00	0.00	0.00
Igfn1	uc007cuc.2,uc007cud.2,uc011wst.1,uc011wsu.1	0.00	0.00	0.00	0.00	0.00	0.00
Vdelta6.4	uc007tqe.1,uc007trc.1	0.00	0.00	0.00	0.00	0.00	0.00
AK028782	uc008jfe.2	1.00	0.00	0.00	2.88	0.00	0.00
Tas2r117	uc009ejp.1	0.00	0.00	0.00	0.00	0.00	0.00
Olfr1012	uc008kkt.1	0.00	0.00	0.00	0.00	0.00	0.00
Olfr832	uc009oha.1	0.00	0.00	0.00	0.00	0.00	0.00
Gm6460	uc008wls.1	0.00	0.00	0.00	0.00	0.00	0.00
Gm6654	uc029wcs.1	15.80	18.47	5.70	14.05	12.30	6.73
5730405O15Rik	uc009srf.1	8.00	8.00	2.00	3.00	5.00	4.00
Galnt1	uc008egq.2,uc008egr.2	608.00	707.10	370.00	1032.00	626.00	737.97
Fmnl1	uc007ltu.1,uc007ltv.1,uc007ltw.1,uc007ltx.1	47.00	55.00	19.00	61.00	41.00	37.00
Vax2	uc009cob.1	0.00	0.00	0.00	2.00	0.00	0.00
Lins	uc009hhp.2,uc009hhq.2,uc009hhr.2,uc009hhs.2,uc009hht.2,uc009hhu.2,uc012fmu.1	32.00	56.00	23.00	77.00	48.00	46.98
9630014M24Rik	uc008esm.1	0.00	0.00	0.00	0.00	0.00	0.00
Vmn1r14	uc009cca.1	0.00	0.00	0.00	0.00	0.00	0.00
DQ714015	uc029sie.1	0.00	0.00	0.00	0.00	0.00	0.00
B930003M22Rik	uc012ajw.1	16.00	13.00	5.00	5.00	9.00	6.00
Kctd5	uc008auh.2	59.00	69.00	34.00	73.00	52.00	52.00
Rpl23	uc007leu.2,uc007lev.1	3060.40	3709.36	1604.00	2786.65	2119.85	2569.51
DQ565966	uc007qkk.2	0.00	0.00	0.00	0.00	0.00	0.00
DQ689039	uc008tcv.2	0.00	0.00	0.00	0.00	0.00	0.00
Casp6	uc008riq.2	354.00	650.00	251.00	598.00	373.00	395.00
4930578G10Rik	uc008snw.1	0.00	0.00	0.00	1.00	2.00	0.00
Casp8	uc007bcs.1,uc007bct.1	512.82	461.00	280.00	601.37	446.86	356.63
Vmn1r27	uc009ccx.1	0.00	0.00	0.00	0.00	0.00	0.00
4933422H20Rik	uc007mho.1	25.00	42.00	12.00	30.00	31.00	24.00
DQ569402	uc009hpk.2	0.00	0.00	0.00	0.00	0.00	0.00
8430437L04Rik	uc029tya.1	0.00	0.00	0.00	0.00	0.00	0.00
Fam115e	uc009brm.1	0.00	0.00	0.00	0.00	0.00	0.00
Mybpc2	uc009gpv.2	0.00	2.00	97.00	3.00	0.00	2.00
Pdgfa	uc009afw.2,uc009afx.2	26.00	63.00	29.00	60.00	25.00	43.00
Cyp4f41-ps	uc008bxu.2	2.00	3.00	1.00	2.00	0.00	0.00
Creld2	uc007xep.1	254.00	484.00	151.00	540.00	492.00	462.00
Ang5	uc011zjg.1	0.00	0.00	0.00	0.00	0.00	0.00
AB344486	uc029szx.1	0.00	0.00	0.00	0.00	0.00	0.00
C330046G13Rik	uc029rce.1	0.00	0.00	0.00	0.00	0.00	0.00
Cd40	uc008nwx.1,uc008nwy.1,uc008nwz.1,uc008nxb.1	20.00	31.00	11.00	22.00	20.00	12.00
Tubd1	uc007ksr.1,uc007kss.1,uc007kst.2,uc007ksu.2	34.00	44.00	21.00	56.00	56.00	49.00
Aifm3	uc007ykw.1,uc007ykx.1,uc007yky.1	62.00	73.00	32.00	101.00	64.00	76.00
Fam160b2	uc007uol.2	107.66	140.30	65.63	207.75	128.63	126.61
